employer,normalized,city,county,state,noticeDate,effectiveDate,employees,layoffType,sourceUrl
ECFMG-Clinical Skills Exam,ECFMG-CLINICAL SKILLS EXAM,Houston,Harris,TX,2020-05-27,2020-06-12,103,,https://data.texas.gov/d/8w53-c4f6
The Westin - Reston Heights,THE WESTIN - RESTON HEIGHTS,Reston VA,,VA,2020-05-27,,32,Layoff,https://www.vec.virginia.gov/warn-notices
Service Labs Inc. dba Pro.com,SERVICE LABS DBA PRO COM,Seattle,,WA,2020-05-27,2020-05-22,52,Permanent,https://esd.wa.gov/about-employees/WARN
Holland America Line NV,HOLLAND AMERICA LINE NV,Seattle,,WA,2020-05-27,2020-06-02,583,Permanent,https://esd.wa.gov/about-employees/WARN
Princess Cruise Lines Ltd,PRINCESS CRUISE LINES,Seattle,,WA,2020-05-27,2020-06-02,122,Permanent,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Hyatt Regency Seattle,HYATT / HYATT REGENCY SEATTLE,Seattle,,WA,2020-05-27,2020-05-31,135,Permanent,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Hyatt Regency Seattle,HYATT / HYATT REGENCY SEATTLE,Seattle,,WA,2020-05-27,2020-05-31,276,Temporary,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Grand Hyatt Seattle,HYATT / GRAND HYATT SEATTLE,Seattle,,WA,2020-05-27,2020-05-30,152,Temporary,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Grand Hyatt Seattle,HYATT / GRAND HYATT SEATTLE,Seattle,,WA,2020-05-27,2020-05-30,58,Permanent,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Hyatt at Olive 8,HYATT / HYATT AT OLIVE 8,Seattle,,WA,2020-05-27,2020-05-29,123,Temporary,https://esd.wa.gov/about-employees/WARN
Hyatt Corporation / Hyatt at Olive 8,HYATT / HYATT AT OLIVE 8,Seattle,,WA,2020-05-27,2020-05-29,29,Permanent,https://esd.wa.gov/about-employees/WARN
First Texas Hospital Cy-Fair,FIRST TEXAS HOSPITAL CY-FAIR,Houston,Harris,TX,2020-05-26,2020-07-26,62,,https://data.texas.gov/d/8w53-c4f6
Omega Engineering,OMEGA ENGINEERING,Swedesboro,,NJ,,2020-05-26,263,,https://www.nj.gov/labor/employer-services/warn/
Sheraton Pentagon City,SHERATON PENTAGON CITY,Arlington VA,,VA,2020-05-26,,100,Layoff,https://www.vec.virginia.gov/warn-notices
Hyatt Regency Reston,HYATT REGENCY RESTON,Reston VA,,VA,2020-05-26,,88,Layoff,https://www.vec.virginia.gov/warn-notices
The Virginian~Pilot Media Companies LLC,THE VIRGINIAN~PILOT MEDIA COMPANIES,Virginia Beach VA,,VA,2020-05-26,,131,Closure,https://www.vec.virginia.gov/warn-notices
Embassy Suites Tysons Corner (Merritt Hospitality LLC),EMBASSY SUITES TYSONS CORNER (MERRITT HOSPITALITY ),Vienna VA,,VA,2020-05-25,,42,Layoff,https://www.vec.virginia.gov/warn-notices
Sheraton Austin,SHERATON AUSTIN,Austin,Travis,TX,2020-05-22,2020-05-21,99,,https://data.texas.gov/d/8w53-c4f6
ProPetro-Coil Tubing Operations,PROPETRO-COIL TUBING OPERATIONS,Midland,Midland,TX,2020-05-22,2020-05-27,32,,https://data.texas.gov/d/8w53-c4f6
"Laz Parking Texas, LLC",LAZ PARKING TEXAS,Dallas,Dallas,TX,2020-05-22,2020-03-08,310,,https://data.texas.gov/d/8w53-c4f6
The Moran at City Center,THE MORAN AT CITY CENTER,Houston,Harris,TX,2020-05-22,2020-05-22,47,,https://data.texas.gov/d/8w53-c4f6
Hilton Alexandria Mark Center,HILTON ALEXANDRIA MARK CENTER,Alexandria VA,,VA,2020-05-22,,177,Layoff,https://www.vec.virginia.gov/warn-notices
"Texas Steel Conversion, Inc.",TEXAS STEEL CONVERSION,Houston,Harris,TX,2020-05-21,2020-06-15,491,,https://data.texas.gov/d/8w53-c4f6
Marriott City Place-Spicewood Village,MARRIOTT CITY PLACE-SPICEWOOD VILLAGE,Spring,Harris,TX,2020-05-21,2020-03-27,33,,https://data.texas.gov/d/8w53-c4f6
Hertz Corporation,HERTZ,Newark,,NJ,,2020-05-20,66,,https://www.nj.gov/labor/employer-services/warn/
"Gate Gourmet, Inc",GATE GOURMET,Seattle,,WA,2020-05-20,2020-05-20,207,Permanent,https://esd.wa.gov/about-employees/WARN
Interfor - Gilchrist Division,INTERFOR - GILCHRIST DIVISION,Gilchrist,,OR,2020-05-19,2020-06-01,131,Temporary Layoff,https://data.oregon.gov/d/ijbz-jpx8
YMCA of Greater Seattle,YMCA OF GREATER SEATTLE,Seattle,,WA,2020-05-19,2020-05-09,122,Temporary,https://esd.wa.gov/about-employees/WARN
Renaissance Seattle Hotel,RENAISSANCE SEATTLE HOTEL,Seattle,,WA,2020-05-19,2020-06-01,190,Permanent,https://esd.wa.gov/about-employees/WARN
XPO Logistics-Jacomson Warehouse,XPO LOGISTICS-JACOMSON WAREHOUSE,Dallas,Dallas,TX,2020-05-18,2020-07-17,243,,https://data.texas.gov/d/8w53-c4f6
Heritage Bag,HERITAGE BAG,Logan Township,,NJ,,2020-05-18,0,,https://www.nj.gov/labor/employer-services/warn/
Gate Gourmet Inc.,GATE GOURMET,Dulles VA,,VA,2020-05-18,,330,Layoff,https://www.vec.virginia.gov/warn-notices
B. F. Saul Company Hospitality Group (Holiday Inn National Airport),B F SAUL HOSPITALITY GROUP (HOLIDAY INN NATIONAL AIRPORT),Arlington VA,,VA,2020-05-18,,52,Layoff,https://www.vec.virginia.gov/warn-notices
B. F. Saul Company Hospitality Group (Holiday Inn Dulles),B F SAUL HOSPITALITY GROUP (HOLIDAY INN DULLES),Sterling VA,,VA,2020-05-18,,52,Layoff,https://www.vec.virginia.gov/warn-notices
B. F. Saul Company Hospitality Group (Doubletree Tysons),B F SAUL HOSPITALITY GROUP (DOUBLETREE TYSONS),McLean VA,,VA,2020-05-18,,57,Layoff,https://www.vec.virginia.gov/warn-notices
B. F. Saul Company Hospitality Group (Crowne Plaza National Airport),B F SAUL HOSPITALITY GROUP (CROWNE PLAZA NATIONAL AIRPORT),Arlington VA,,VA,2020-05-18,,50,Layoff,https://www.vec.virginia.gov/warn-notices
Amentum,AMENTUM,Chantilly VA,,VA,2020-05-18,,40,Layoff,https://www.vec.virginia.gov/warn-notices
Salamander Resort & Spa,SALAMANDER RESORT SPA,Middleburg VA,,VA,2020-05-15,,225,Layoff,https://www.vec.virginia.gov/warn-notices
Cerner Corporation,CERNER,Reston VA,,VA,2020-05-15,,1,Layoff,https://www.vec.virginia.gov/warn-notices
"WeDriveU, Inc",WEDRIVEU,Renton and Mukilteo,,WA,2020-05-15,2020-05-15,73,Permanent,https://esd.wa.gov/about-employees/WARN
Saalex Solutions Inc,SAALEX,Keyport,,WA,2020-05-15,2020-07-31,51,Permanent,https://esd.wa.gov/about-employees/WARN
Cactus Wellhead,CACTUS WELLHEAD,Odessa,Ector,TX,2020-05-14,2020-05-14,14,,https://data.texas.gov/d/8w53-c4f6
Allied Aviation-Houston,ALLIED AVIATION-HOUSTON,Houston,Harris,TX,2020-05-14,2020-04-20,77,,https://data.texas.gov/d/8w53-c4f6
St Edwards University,ST EDWARDS UNIVERSITY,Austin,Travis,TX,2020-05-14,2020-05-31,95,,https://data.texas.gov/d/8w53-c4f6
Happy Guests Intl. - Salty's,HAPPY GUESTS INTL - SALTY'S,Portland,,OR,2020-05-14,,0,Temporary Layoff,https://data.oregon.gov/d/ijbz-jpx8
"Flying Food Group, LLC",FLYING FOOD GROUP,Seattle,,WA,2020-05-14,2020-04-17,153,Permanent,https://esd.wa.gov/about-employees/WARN
Atrium Hospitality - Portland Embassy S,ATRIUM HOSPITALITY - PORTLAND EMBASSY S,Portland,,OR,2020-05-13,2020-03-12,105,Other,https://data.oregon.gov/d/ijbz-jpx8
Electro Rent Corporation,ELECTRO RENT,West Hills,,NJ,,2020-05-13,1,,https://www.nj.gov/labor/employer-services/warn/
Hilton Arlington & Towers Hotel,HILTON ARLINGTON TOWERS HOTEL,Arlington VA,,VA,2020-05-13,,98,Layoff,https://www.vec.virginia.gov/warn-notices
Electro Rent Corporation,ELECTRO RENT,Redmond,,WA,2020-05-13,2020-05-13,1,Temporary,https://esd.wa.gov/about-employees/WARN
Hydraulic Fracturing Facility,HYDRAULIC FRACTURING FACILITY,Midland,Midland,TX,2020-05-12,2020-05-12,392,,https://data.texas.gov/d/8w53-c4f6
James Avery -Fredericksburg,JAMES AVERY -FREDERICKSBURG,Fredericksburg,Gillespie,TX,2020-05-12,2020-07-12,82,,https://data.texas.gov/d/8w53-c4f6
Atrium Hospitality Embassy Suites Hampton,ATRIUM HOSPITALITY EMBASSY SUITES HAMPTON,Hampton VA,,VA,2020-05-12,,130,Layoff,https://www.vec.virginia.gov/warn-notices
Nordstrom,NORDSTROM,Richmond VA,,VA,2020-05-12,,189,Closure,https://www.vec.virginia.gov/warn-notices
"UTLX Manufacturing, Inc.",UTLX MANUFACTURING,Houston,Harris,TX,2020-05-11,2020-07-10,278,,https://data.texas.gov/d/8w53-c4f6
Nordstrom - Clackamas Town Center,NORDSTROM - CLACKAMAS TOWN CENTER,Happy Valley,,OR,2020-05-11,2020-06-01,189,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Cox Automotive,COX AUTOMOTIVE,Kent,,WA,2020-05-11,2020-05-17,123,Temporary,https://esd.wa.gov/about-employees/WARN
"Crest Logistics, LLC",CREST LOGISTICS,"Burbank, WA",,WA,2020-05-11,2020-05-11,68,Permanent,https://esd.wa.gov/about-employees/WARN
Manufacturers & Trust Company (dba) M&T Bank,MANUFACTURERS TRUST (DBA) M T BANK,Buffalo,,NJ,,2020-05-08,149,,https://www.nj.gov/labor/employer-services/warn/
Cox Automotive,COX AUTOMOTIVE,Harrisonburg VA,,VA,2020-05-08,,55,Layoff,https://www.vec.virginia.gov/warn-notices
Cox Automotive,COX AUTOMOTIVE,Fredericksburg VA,,VA,2020-05-08,,149,Layoff,https://www.vec.virginia.gov/warn-notices
Lee Johnson Auto Family,LEE JOHNSON AUTO FAMILY,"Everett, Kirkland, and Monroe",,WA,2020-05-08,2020-03-30,169,Temporary,https://esd.wa.gov/about-employees/WARN
Saulsbury Industries-Odessa,SAULSBURY INDUSTRIES-ODESSA,Odessa,Ector,TX,2020-05-07,2020-05-22,3,,https://data.texas.gov/d/8w53-c4f6
"Saulsbury Industries, Inc.",SAULSBURY INDUSTRIES,Odessa,Ector,TX,2020-05-07,2012-05-11,12,,https://data.texas.gov/d/8w53-c4f6
Saulsbury Industries-Henderson,SAULSBURY INDUSTRIES-HENDERSON,Henderson,Rusk,TX,2020-05-07,2020-05-21,58,,https://data.texas.gov/d/8w53-c4f6
"Visionworks, Inc",VISIONWORKS,"Spokane, Vancouver, and Renton",,WA,2020-05-07,2020-04-04,28,Temporary,https://esd.wa.gov/about-employees/WARN
Southwestern & Pacific #6972,SOUTHWESTERN PACIFIC #6972,Spring,Harris,TX,2020-05-05,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
DeRossi & Son Co.,DEROSSI SON,Vineland,,NJ,,2020-05-05,175,,https://www.nj.gov/labor/employer-services/warn/
Medical Faculty Associates,MEDICAL FACULTY ASSOCIATES,"Arlington, Alexandria & Reston VA",,VA,2020-05-05,,117,Closure,https://www.vec.virginia.gov/warn-notices
"HDI Landing Gear USA, Inc",HDI LANDING GEAR,Everett,,WA,2020-05-05,2020-05-05,3,Permanent,https://esd.wa.gov/about-employees/WARN
Haliburton Energy Services-N. Sam Houston,HALIBURTON ENERGY -N SAM HOUSTON,Houston,Harris,TX,2020-05-04,2020-05-04,984,,https://data.texas.gov/d/8w53-c4f6
Outback #4424,OUTBACK #4424,Beaumont,Jefferson,TX,2020-05-04,2020-03-15,65,,https://data.texas.gov/d/8w53-c4f6
Covia-Crane,COVIA-CRANE,Crane,Crane,TX,2020-05-04,2020-05-04,23,,https://data.texas.gov/d/8w53-c4f6
Covia Corp-Kermit,COVIA -KERMIT,Kermit,Winkler,TX,2020-05-04,2020-05-04,83,,https://data.texas.gov/d/8w53-c4f6
Bright Wood - Redmond,BRIGHT WOOD - REDMOND,Redmond,,OR,2020-05-04,2020-03-23,12,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Bright Wood,BRIGHT WOOD,Madras,,OR,2020-05-04,2020-03-23,199,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Shutterfly Inc.,SHUTTERFLY,Chesapeake VA,,VA,2020-05-04,,308,Closure,https://www.vec.virginia.gov/warn-notices
Cenveo Corporation,CENVEO,Richmond VA,,VA,2020-05-04,,184,Closure,https://www.vec.virginia.gov/warn-notices
"Crescent Hotels & Resorts, LLC",CRESCENT HOTELS RESORTS,Bellevue,,WA,2020-05-04,2020-03-11,42,Temporary,https://esd.wa.gov/about-employees/WARN
Barcelona Wine Bar,BARCELONA WINE BAR,Reston VA,,VA,2020-05-02,,66,Layoff,https://www.vec.virginia.gov/warn-notices
Cactus Wellhead,CACTUS WELLHEAD,Odessa,Ector,TX,2020-05-01,2020-05-01,32,,https://data.texas.gov/d/8w53-c4f6
US Steel Tubular Products - Hughes Springs,STEEL TUBULAR PRODUCTS - HUGHES SPRINGS,Hughes Springs,Cass,TX,2020-05-01,2020-05-10,55,,https://data.texas.gov/d/8w53-c4f6
DAKINE,DAKINE,Hood River,,OR,2020-05-01,2020-05-15,39,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Marriott Fairfax at Fair Oak,MARRIOTT FAIRFAX AT FAIR OAK,Fairfax VA,,VA,2020-05-01,,81,Layoff,https://www.vec.virginia.gov/warn-notices
"Cosmo Specialty Fibers, Inc",COSMO SPECIALTY FIBERS,Cosmopolis,,WA,2020-05-01,2020-05-01,132,Temporary,https://esd.wa.gov/about-employees/WARN
Havertys Furniture-Coppell,HAVERTYS FURNITURE-COPPELL,Coppell,Dallas,TX,2020-04-30,2020-04-30,57,,https://data.texas.gov/d/8w53-c4f6
Carpenter Tech-Amega West,CARPENTER TECH-AMEGA WEST,Houston,Harris,TX,2020-04-30,2020-06-29,79,,https://data.texas.gov/d/8w53-c4f6
Meggitt - Oregon Inc,MEGGITT - OREGON,Mcminnville,,OR,2020-04-30,2020-05-18,118,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Horizon America Supply Chain Solutions Inc.,HORIZON AMERICA SUPPLY CHAIN,Hamilton Township,,NJ,,2020-04-30,108,,https://www.nj.gov/labor/employer-services/warn/
Keurig Dr Pepper Inc.,KEURIG DR PEPPER,Plano,,NJ,,2020-04-30,73,,https://www.nj.gov/labor/employer-services/warn/
Unilin North America LLC (Mohawk Flooring),UNILIN NORTH AMERICA (MOHAWK FLOORING),Danville VA,,VA,2020-04-30,,135,Closure,https://www.vec.virginia.gov/warn-notices
Holiday Inn Alexandria Old Town,HOLIDAY INN ALEXANDRIA OLD TOWN,Alexandria VA,,VA,2020-04-30,,5,Layoff,https://www.vec.virginia.gov/warn-notices
Halliburton,HALLIBURTON,Kilgore,Gregg,TX,2020-04-29,2020-04-29,233,,https://data.texas.gov/d/8w53-c4f6
Regal Cinema-Richmond,REGAL CINEMA-RICHMOND,Richmond,Fort Bend,TX,2020-04-29,2020-03-17,91,,https://data.texas.gov/d/8w53-c4f6
TechnipFMC CO. - Odessa,TECHNIPFMC - ODESSA,Odessa,Ector,TX,2020-04-29,2020-04-15,140,,https://data.texas.gov/d/8w53-c4f6
Regal Cinema-Tomball,REGAL CINEMA-TOMBALL,Tomball,Harris,TX,2020-04-29,2020-03-17,88,,https://data.texas.gov/d/8w53-c4f6
Regal Cinema-Katy Frwy,REGAL CINEMA-KATY FRWY,Houston,Harris,TX,2020-04-29,2020-03-17,86,,https://data.texas.gov/d/8w53-c4f6
Regal Cinema-Houston,REGAL CINEMA-HOUSTON,Houston,Harris,TX,2020-04-29,2020-03-17,82,,https://data.texas.gov/d/8w53-c4f6
Multnomah Street Property,MULTNOMAH STREET PROPERTY,Portland,,OR,2020-04-29,2020-03-26,20,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
IVI Hotel Management of Oregon - Innven,IVI HOTEL MANAGEMENT OF OREGON - INNVEN,Tukwila,,OR,2020-04-29,2020-03-20,350,Reduction,https://data.oregon.gov/d/ijbz-jpx8
IVI Hotel Management of Oregon - Innven,IVI HOTEL MANAGEMENT OF OREGON - INNVEN,Tukwila,,OR,2020-04-29,2020-03-20,18,Other,https://data.oregon.gov/d/ijbz-jpx8
Regal - Tigard,REGAL - TIGARD,Tigard,,OR,2020-04-29,2020-03-17,68,Other,https://data.oregon.gov/d/ijbz-jpx8
Regal Cinemas,REGAL CINEMAS,Springfield VA,,VA,2020-04-29,,67,Layoff,https://www.vec.virginia.gov/warn-notices
Regal Cinemas,REGAL CINEMAS,Mountlake Terrace,,WA,2020-04-29,2020-03-16,84,Temporary,https://esd.wa.gov/about-employees/WARN
Karcher North America,KARCHER NORTH AMERICA,Camas,,WA,2020-04-29,2020-05-29,95,Permanent,https://esd.wa.gov/about-employees/WARN
IVI Hotel Management of Washington,IVI HOTEL MANAGEMENT OF WASHINGTON,Various locations in Washington,,WA,2020-04-29,2020-03-20,337,Permanent,https://esd.wa.gov/about-employees/WARN
IVI Hotel Management of Washington,IVI HOTEL MANAGEMENT OF WASHINGTON,Various locations in Washington,,WA,2020-04-29,2020-03-20,20,Temporary,https://esd.wa.gov/about-employees/WARN
Alcoa Intalco Works,ALCOA INTALCO WORKS,Ferndale,,WA,2020-04-29,2020-06-21,700,Permanent,https://esd.wa.gov/about-employees/WARN
Halliburton-Interwood,HALLIBURTON-INTERWOOD,Houston,Harris,TX,2020-04-28,2020-04-28,9,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #2969,SOUTHWESTERN PACIFIC #2969,Livingston,Polk,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6772,SOUTHWESTERN PACIFIC #6772,Harlingen,Cameron,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Easy Gardener Products Inc.,EASY GARDENER PRODUCTS,Waco,McLennan,TX,2020-04-28,2020-06-30,50,,https://data.texas.gov/d/8w53-c4f6
SW & Pacific # 6741,SW PACIFIC # 6741,San Antonio,Bexar,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
"Jet Specialty, Inc.",JET SPECIALTY,Corpus Ch,Nueces,TX,2020-04-28,2020-07-02,75,,https://data.texas.gov/d/8w53-c4f6
Haliburton Energy-Interwood Pkwy,HALIBURTON ENERGY-INTERWOOD PKWY,Houston,Harris,TX,2020-04-28,2020-04-28,9,,https://data.texas.gov/d/8w53-c4f6
Hailburton Energy-Heathrow Forest,HAILBURTON ENERGY-HEATHROW FOREST,Houston,Harris,TX,2020-04-28,2020-04-28,8,,https://data.texas.gov/d/8w53-c4f6
"IPC Industries, LP",IPC INDUSTRIES,Santa Fe,Galveston,TX,2020-04-28,2020-03-19,109,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6925,SOUTHWESTERN PACIFIC #6925,Hillsboro,Hill,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Enterprise Holdings-Airport,ENTERPRISE HOLDINGS-AIRPORT,San Antonio,Bexar,TX,2020-04-28,2020-04-30,135,,https://data.texas.gov/d/8w53-c4f6
Enterprise Holdings-Eastern St,ENTERPRISE HOLDINGS-EASTERN ST,San Antonio,Bexar,TX,2020-04-28,2020-04-30,146,,https://data.texas.gov/d/8w53-c4f6
"Enterprise Holdings, LLC",ENTERPRISE HOLDINGS,San Antonio,Bexar,TX,2020-04-28,2020-04-30,30,,https://data.texas.gov/d/8w53-c4f6
Outback Steakhouse #4470,OUTBACK STEAKHOUSE #4470,El Paso,El Paso,TX,2020-04-28,2020-04-27,59,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #3014,SOUTHWESTERN PACIFIC #3014,Houston,Fort Bend,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6749,SOUTHWESTERN PACIFIC #6749,San Antonio,Bexar,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6812,SOUTHWESTERN PACIFIC #6812,Houston,Fort Bend,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6800,SOUTHWESTERN PACIFIC #6800,Humble,Harris,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6787,SOUTHWESTERN PACIFIC #6787,Pasadena,Harris,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6786,SOUTHWESTERN PACIFIC #6786,Houston,Fort Bend,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6851,SOUTHWESTERN PACIFIC #6851,Victoria,Victoria,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6915,SOUTHWESTERN PACIFIC #6915,Marshall,Harrison,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6884,SOUTHWESTERN PACIFIC #6884,Gun Barrel City,Henderson,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6757,SOUTHWESTERN PACIFIC #6757,Athens,Henderson,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6969,SOUTHWESTERN PACIFIC #6969,Longview,Gregg,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6886,SOUTHWESTERN PACIFIC #6886,Dallas,Dallas,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific   #6825,SOUTHWESTERN PACIFIC #6825,Huntsville,Walker,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6979,SOUTHWESTERN PACIFIC #6979,Lake Jackson,Brazoria,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6836,SOUTHWESTERN PACIFIC #6836,San Benito,Cameron,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6883,SOUTHWESTERN PACIFIC #6883,Kerrville,Kerr,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6829,SOUTHWESTERN PACIFIC #6829,Garland,Dallas,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6839,SOUTHWESTERN PACIFIC #6839,New Braunfels,Comal,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6810,SOUTHWESTERN PACIFIC #6810,Brownsville,Cameron,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #2995,SOUTHWESTERN PACIFIC #2995,Brownsville,Cameron,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6926,SOUTHWESTERN PACIFIC #6926,Bryan,Brazos,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6815,SOUTHWESTERN PACIFIC #6815,Lancaster,Dallas,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6761,SOUTHWESTERN PACIFIC #6761,Corpus Christi,Nueces,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6818,SOUTHWESTERN PACIFIC #6818,Alice,Jim Wells,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6765,SOUTHWESTERN PACIFIC #6765,Grand Prairie,Dallas,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6745,SOUTHWESTERN PACIFIC #6745,Mexia,Limestone,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Southwestern & Pacific #6981,SOUTHWESTERN PACIFIC #6981,San Angelo,Tom Green,TX,2020-04-28,2020-04-21,1,,https://data.texas.gov/d/8w53-c4f6
Portland Art Museum,PORTLAND ART MUSEUM,Portland,,OR,2020-04-28,2020-07-01,96,Reduction,https://data.oregon.gov/d/ijbz-jpx8
The Hertz Corporation,THE HERTZ,Seattle,,WA,2020-04-28,2020-04-14,111,Permanent,https://esd.wa.gov/about-employees/WARN
Carrabba's #9416,CARRABBA'S #9416,Houston,Fort Bend,TX,2020-04-27,2020-03-15,76,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #9415,CARRABBA'S #9415,Houston,Fort Bend,TX,2020-04-27,2020-03-15,66,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #4407,CARRABBA'S #4407,Webster,Harris,TX,2020-04-27,2020-03-15,75,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #4406,CARRABBA'S #4406,The Woodlands,Montgomery,TX,2020-04-27,2020-03-15,74,,https://data.texas.gov/d/8w53-c4f6
Outback #4420,OUTBACK #4420,Stafford,Fort Bend,TX,2020-04-27,2020-03-15,70,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #4401,CARRABBA'S #4401,Houston,Fort Bend,TX,2020-04-27,2020-03-15,63,,https://data.texas.gov/d/8w53-c4f6
Outback #4460,OUTBACK #4460,Tyler,Smith,TX,2020-04-27,2020-03-15,74,,https://data.texas.gov/d/8w53-c4f6
Outback #4434,OUTBACK #4434,Shenandoah,Montgomery,TX,2020-04-27,2020-03-15,56,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #4404,CARRABBA'S #4404,Sugar Land,Fort Bend,TX,2020-04-27,2020-03-15,69,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #4402,CARRABBA'S #4402,Houston,Fort Bend,TX,2020-04-27,2020-03-15,62,,https://data.texas.gov/d/8w53-c4f6
Carrabba's #9421,CARRABBA'S #9421,Katy,Fort Bend,TX,2020-04-27,2020-03-15,86,,https://data.texas.gov/d/8w53-c4f6
Fleming's #5403,FLEMING'S #5403,Houston,Fort Bend,TX,2020-04-27,,42,,https://data.texas.gov/d/8w53-c4f6
Fleming's #5404,FLEMING'S #5404,The Woodlands,Montgomery,TX,2020-04-27,2020-03-15,49,,https://data.texas.gov/d/8w53-c4f6
Outback #4413,OUTBACK #4413,Houston,Fort Bend,TX,2020-04-27,2020-03-15,77,,https://data.texas.gov/d/8w53-c4f6
Outback #4430,OUTBACK #4430,Baytown,Harris,TX,2020-04-27,2020-03-15,62,,https://data.texas.gov/d/8w53-c4f6
Outback #4435,OUTBACK #4435,Houston,Fort Bend,TX,2020-04-27,2020-03-15,70,,https://data.texas.gov/d/8w53-c4f6
